bug ID,product,summary,description,component,priority,unknown_1,unknown_2,resolution,severity
806388,Firefox OS,dialer contact photo properli updat call log ,user delet contact photo chang automat updat call log close open commun app procedur open call log select entri contact photo open contact edit remov contact pictur save chang select call log leav app expect result call log updat show entri photo actual result delet contact photo call log user close open call log updat ,Gaia::Dialer,--,gtorodelvalle,gtorodelvalle johnshih.bugs gtorodelvalle gtorodelvalle igonzaleznicolas bfrancis gtorodelvalle francisco gtorodelvalle francisco gtorodelvalle ,FIXED,major
806562,Firefox OS,visual inconsist everything m inconsist button treatment ,happen button treatment consist everything m compon consist rest gaia click button bottom everything m screen note purpl button afaict purpl fit standard gaia blue click search term note blue back button grey text difficult read inconsist button ,Gaia::Everything.me,--,nobody,gbrander ran ,FIXED,minor
807232,SeaMonkey,track bug build releas seamonkey beta ,track bug build releas seamonkey beta expect actual releas friday nd novemb ,Release Engineering,P1,ewong,ewong ewong ,FIXED,blocker
808123,Calendar,daili a crash launch due abi incompat requir darwin x gcc lightn build ,daili download upgrad click appli relaunch daili crash everytim crash boot ,Build Config,--,nobody,ghuerta a9016009 ghuerta ludovic ssitter ghuerta ghuerta ssitter ghuerta ssitter ghuerta SGrage ssitter ssitter ghuerta ssitter ,FIXED,critical
809718,SeaMonkey,track bug build releas seamonkey beta ,track bug build releas seamonkey beta expect actual releas friday th novemb ,Release Engineering,P1,ewong,ewong ewong jh bugzilla.spam2 bugspam.Callek ,FIXED,blocker
810248,Firefox for Android,java lang unsupportedoperationexcept org mozilla gecko geckoeditable length geckoeditable java ,crash a includ bp b ebb eb dff a a b java lang unsupportedoperationexcept org mozilla gecko geckoeditable length geckoeditable java org mozilla gecko geckoeditable clear geckoeditable java java lang reflect method invoken nativ method java lang reflect method invok method java org mozilla gecko geckoeditable invok geckoeditable java proxy clear nativ method org mozilla gecko geckoinputconnection performcontextmenuact geckoinputconnection java com android internal view iinputconnectionwrapper executemessag iinputconnectionwrapper java com android internal view iinputconnectionwrapp myhandler handlemessag iinputconnectionwrapper java android os handler dispatchmessag handler java android os looper loop looper java android app activitythread main activitythread java java lang reflect method invoken nativ method java lang reflect method invok method java com android internal os zygoteinit methodandargscaller run zygoteinit java com android internal os zygoteinit main zygoteinit java dalvik system nativestart main nativ method report http crash stats mozilla com report list signature java lang unsupportedoperationexcept a at org mozilla gecko geckoeditable length geckoeditable java ,Keyboards and IME,P1,nchen,scoobidiver nchen cpeterson cpeterson nchen nchen ryanvm ,FIXED,critical
810555,SeaMonkey,track bug build releas seamonkey beta ,track bug build releas seamonkey beta expect actual releas monday th novemb ,Release Engineering,P1,bugspam.Callek,ewong ewong jh ,FIXED,blocker
810764,Firefox for Android,java lang nullpointerexcept org mozilla gecko gfx geckolayerclient convertviewpointtolayerpoint geckolayerclient java ,crash user a includ bp e bf b a c java lang nullpointerexcept org mozilla gecko gfx geckolayerclient convertviewpointtolayerpoint geckolayerclient java org mozilla gecko gfx layerview convertviewpointtolayerpoint layerview java org mozilla gecko geckoevent createnativegestureev geckoevent java org mozilla gecko ui panzoomcontroller onscalebegin panzoomcontroller java org mozilla gecko ui simplescalegesturedetector sendscalegestur simplescalegesturedetector java org mozilla gecko ui simplescalegesturedetector ontouchstart simplescalegesturedetector java org mozilla gecko ui simplescalegesturedetector ontouchev simplescalegesturedetector java org mozilla gecko gfx toucheventhandler dispatchev toucheventhandler java org mozilla gecko gfx toucheventhandler handleev toucheventhandler java org mozilla gecko gfx layerview ontouchev layerview java android view view dispatchtouchev view java android view viewgroup dispatchtransformedtouchev viewgroup java android view viewgroup dispatchtouchev viewgroup java android view viewgroup dispatchtransformedtouchev viewgroup java android view viewgroup dispatchtouchev viewgroup java android view viewgroup dispatchtransformedtouchev viewgroup java android view viewgroup dispatchtouchev viewgroup java android view viewgroup dispatchtransformedtouchev viewgroup java android view viewgroup dispatchtouchev viewgroup java android view viewgroup dispatchtransformedtouchev viewgroup java android view viewgroup dispatchtouchev viewgroup java android view viewgroup dispatchtransformedtouchev viewgroup java android view viewgroup dispatchtouchev viewgroup java android view viewgroup dispatchtransformedtouchev viewgroup java android view viewgroup dispatchtouchev viewgroup java com android internal policy impl phonewindow decorview superdispatchtouchev phonewindow java com android internal policy impl phonewindow superdispatchtouchev phonewindow java android app activity dispatchtouchev activity java com android internal policy impl phonewindow decorview dispatchtouchev phonewindow java android view view dispatchpointerev view java android view viewrootimpl deliverpointerev viewrootimpl java android view viewrootimpl handlemessag viewrootimpl java android view viewrootimpl processinputev viewrootimpl java android view viewrootimpl handlemessag viewrootimpl java android os handler dispatchmessag handler java android os looper loop looper java android app activitythread main activitythread java java lang reflect method invoken nativ method java lang reflect method invok method java com android internal os zygoteinit methodandargscaller run zygoteinit java com android internal os zygoteinit main zygoteinit java dalvik system nativestart main nativ method report http crash stats mozilla com report list signature java lang nullpointerexcept a at org mozilla gecko gfx geckolayerclient convertviewpointtolayerpoint geckolayerclient java ,"Graphics, Panning and Zooming",--,bugmail.mozilla,scoobidiver cpeterson bugmail.mozilla bugmail.mozilla bugmail.mozilla jaywir3 bugmail.mozilla jaywir3 bugmail.mozilla emorley ,FIXED,critical
813820,SeaMonkey,track bug build releas seamonkey beta ,track bug build releas seamonkey beta expect actual releas monday th novemb ,Release Engineering,P1,ewong,ewong ewong ,FIXED,blocker
814353,Firefox OS,system progress bar miss inconsist wrapper ,style trusted ui trusted ui css style wrapper wrapper css progress gif share wrapper re file m chang trusted ui m s miss ,Gaia::Everything.me,P3,crdlc,felash felash jsmith jsmith crdlc felash crdlc 21 ,FIXED,minor
814739,SeaMonkey,renam gmsgcompos addressbook panel j uniqu ,addressbook panel j defin global boolean variabl gmsgcompos msgcomposecommands j defin global object variabl gmsgcompos variabl scope mix s plain confus c current usag renam ,Sidebar,--,ewong,mnyromyr neil ewong iann_bugzilla ewong ,FIXED,trivial
814799,Calendar,invit attende dialog list work list member ad ,user agent mozilla window nt wow rv gecko firefox build id step reproduc list enter member appoint lightn remov member form appoint actual result list enter member remov work dialog expect result the list ist normali enter schedul atende list attende remov schedul save ,Dialogs,--,bv1578,werner.huppertz ssitter werner.huppertz philipp ssitter ssitter ssitter ssitter ssitter ssitter phil.davis bv1578 phil.davis matthew.mecca matthew.mecca matthew.mecca matthew.mecca gustavo ssitter gustavo gustavo ,FIXED,major
815689,SeaMonkey,html composit broken nightli ,user agent mozilla window nt wow rv gecko firefox seamonkey a build id step reproduc compos email set account compos html actual result email composit html asci expect result composit html ,MailNews: Composition,--,iann_bugzilla,u331436 u331436 u331436 u331436 u331436 therubex u331436 philip.chee philip.chee u331436 iann_bugzilla mnyromyr iann_bugzilla philip.chee ,FIXED,major
815982,SeaMonkey,track bug build releas seamonkey ,track bug build releas seamonkey expect actual releas friday th novemb ,Release Engineering,P1,ewong,ewong ewong bugspam.Callek ,FIXED,blocker
815984,SeaMonkey,track bug build releas seamonkey beta ,track bug build releas seamonkey beta expect actual releas monday rd decemb ,Release Engineering,P1,ewong,ewong ewong ,FIXED,blocker
816467,Firefox OS,typo s organ let organ ,file locat apps communications ftu ftu properti string tutori step press hold applic icon s organ delet applic step press hold applic icon let organ delet applic ,Gaia::First Time Experience,--,fernando.campo,goofy.bugzilla fernando.campo francisco stas francisco ,FIXED,trivial
817386,Firefox for Android,java lang indexoutofboundsexcept getchar end length android text spannablestringbuilder checkrang spannablestringbuilder java org mozilla gecko geckoeditable invok geckoeditable java ,bug file socorro interfac report bp cc f a bc c ,Keyboards and IME,--,nchen,scoobidiver scoobidiver scoobidiver scoobidiver lukasblakk+bugs nchen cpeterson nchen nchen nchen emorley bajaj.bhavana scoobidiver nchen scoobidiver nchen ,FIXED,critical
817504,SeaMonkey,updat seamonkey slave python ,m c move python requir updat buildbot slave python ,Release Engineering,--,bugspam.Callek,ewong bugspam.Callek rsx11m.pub bugspam.Callek bugspam.Callek bugspam.Callek ewong bugspam.Callek ,FIXED,blocker
818087,Cloud Services,record set start announc time creation date fetch ,record creat start point futur start time hit record found display test creat record schedul start announc minut start time wait time pass announc fetch set start time past work fine ,Server: Product Announcements Campaign Manager,--,jrconlin,twalker rnewman twalker rnewman twalker jrconlin jrconlin twalker jrconlin twalker rnewman twalker twalker jrconlin jrconlin twalker rnewman ,FIXED,critical
818876,SeaMonkey,track bug build releas seamonkey beta ,track bug build releas seamonkey beta expect actual releas friday th decemb ,Release Engineering,P1,ewong,ewong ewong ,FIXED,blocker
818937,Cloud Services,wp weave phx disk space warn ,reqd action nagios svc thu pst wp slave phx weav disk warn disk warn free space mb inode data mb inode ,Operations,--,jlaz,smani jlaz ,FIXED,major
819037,Firefox for Android,navigator mozapps getself includ result ,getself success event includ result object call app work fxo work android ,Web Apps,P1,wjohnston2000,hkirschner fabrice mark.finkle wjohnston2000 jsmith wjohnston2000 wjohnston2000 mark.finkle wjohnston2000 ryanvm ,FIXED,major
819919,Firefox OS,cost control notif shown notif tray g data usag limit surpass ,str pull notif tray tap data usag modul enter set configur limit current data consumpt open browser app surf internet limit surpass pull notif tray expect result notif notif tray shown xx mb gb data usag mobil data usag level set actual result notif shown ,Gaia::Cost Control,--,salva,marcelino.veigatuimil jonas akeybl salva salva salva akeybl francisco salva francisco francisco salva salva salva lukasblakk+bugs lukasblakk+bugs carlos.martinez lukasblakk+bugs jhford salva ,FIXED,major
820249,SeaMonkey,track bug build releas seamonkey beta ,track bug build releas seamonkey beta expect actual releas friday th decemb ,Release Engineering,P1,bugspam.Callek,ewong ,FIXED,blocker
820414,Firefox OS,cost control data usag ui crash chang date previou date ,str pull notif tray tap data usag modul tap wheel enter set stablish yesterday begin bill cycl chang date day yesterday adb shell date s yyyymmdd hhmmss expect result graphic data usag modul date chang bill cycl data previou bill cycl shown actual result data usag modul show data consumpt bill cycl date chang real today graphic data usag detail show data graphic fact ,Gaia::Cost Control,--,salva,marcelino.veigatuimil salva mvines salva salva mvines salva francisco salva jhford salva akeybl salva salva jhford dsubramanian dwatson dsubramanian ,FIXED,major
823373,SeaMonkey,track bug build releas seamonkey beta ,track bug build releas seamonkey beta expect actual releas friday st decemb ,Release Engineering,P1,ewong,ewong ewong ,FIXED,blocker
823977,Calendar,event miss calendar recent lightn nightli ,nightli m miss event local calendar error consol lot occurr typeerror timestamp error except typeerror accounts count function call method calischedulingsupport isinvit nsresult x c ns error xpc js threw js object locat js frame resourc calendar modules calutils jsm work rel whip patch ll attach local test run finish ,General,--,bokeefe,bokeefe bokeefe ssitter bokeefe philipp philipp ,FIXED,major
824008,Cloud Services,idl devic pass exist server record threshold idl time receiv announc ,hope server side str creat record server idl time test devic repeat a devic send fetch follow log b increas idl record fx menu c devic idl time increas stop repeat result devic receiv activ record server creat record idl time result devic record scenario record server left activ wait idl devic cross threshold admin servic creat record catch devic idl day chang test case reflect actual case ,Server: Product Announcements Campaign Manager,--,jrconlin,twalker rnewman jrconlin twalker twalker twalker telliott rnewman rnewman telliott rnewman telliott jrconlin rnewman jrconlin jrconlin ,FIXED,blocker
825505,Firefox for Android,crash call edit context menu site page thumbnail home return back button java lang nullpointerexcept org mozilla gecko abouthomecont onactivityresult abouthomecontent java ,firefox android trunk android stock googl nexu bug file socorro interfac report bp a be b d a d d crash call the edit context menu page home return awesom screen back button java lang nullpointerexcept org mozilla gecko abouthomecont onactivityresult abouthomecontent java featur land day ago http hg mozilla org mozilla central rev a c f a ea ,Awesomescreen,--,wjohnston2000,aryx.bugmail mark.finkle kairo wjohnston2000 wjohnston2000 ryanvm ,FIXED,critical
825553,SeaMonkey,track bug build releas seamonkey beta ,track bug build releas seamonkey beta expect actual releas wednesday nd januari ,Release Engineering,P1,ewong,ewong ewong bugspam.Callek ,FIXED,blocker
825586,SeaMonkey,get search engin link work ,click get search engin manag search engin list dialog javascript consol show error error typeerror window argu undefin sourc file chrome communicator content search enginemanager j line ,Search,--,neil,bugzilla neil neil ,FIXED,minor
825605,SeaMonkey,element setattribut attr null set attribut string null empti string ,bug initi creat clone bug ve found case turn explicitli set attribut null matter long s true thought chang consist ,MailNews: General,--,neil,neil neil mnyromyr neil ,FIXED,trivial
826198,Firefox OS,everything m select button phone display load screen ,titl select button phone display load screen precondit tester s action home screen select display load screen detail symptom eng cancel button press loading screen disappear detail symptom kor expect second disappear show categri list reproduc frequenc rate comparison result model compar attach file log test content video file ,Gaia::Everything.me,--,ran,leo.bugzilla.gaia carlos.martinez leo.bugzilla.gaia ran ran ran ran ran ran crdlc ran l10n ran ran l10n 21 ,FIXED,blocker
826199,Firefox OS,dialer dialer lock singl call incom call ,titl dialer lock singl call incom call precondit line engag tester s action call receiv incom call detail symptom eng call user receiv call incom call screen freez detail symptom kor expect user select receiv call declin call phone lock reproduc frequenc rate comparison result model compar attach file log test content video file ,Gaia::Dialer,--,nobody,leo.bugzilla.gaia leo.bugzilla.gaia ,FIXED,blocker
826267,Firefox for Android,crash java lang nullpointerexcept org mozilla gecko allpagestab showsuggestionsoptin allpagestab java ,bug file socorro interfac report bp f f c b ae d e c java lang nullpointerexcept org mozilla gecko allpagestab showsuggestionsoptin allpagestab java org mozilla gecko allpagestab setsearchengin allpagestab java org mozilla gecko allpagestab access allpagestab java org mozilla gecko allpagestab run allpagestab java android os handler handlecallback handler java android os handler dispatchmessag handler java android os looper loop looper java android app activitythread main activitythread java java lang reflect method invoken nativ method java lang reflect method invok method java com android internal os zygoteinit methodandargscaller run zygoteinit java com android internal os zygoteinit main zygoteinit java dalvik system nativestart main nativ method crash report http crash stats mozilla com report list signature java lang nullpointerexcept a at org mozilla gecko allpagestab showsuggestionsoptin allpagestab java happen fennecandroid a nightli appar build appar s crash yesterday s nightli data ,Awesomescreen,--,bnicholson,kairo bnicholson mark.finkle bnicholson scoobidiver bnicholson sriram.mozilla bnicholson bnicholson emorley scoobidiver bnicholson lukasblakk+bugs ryanvm ,FIXED,critical
826571,SeaMonkey,track bug build releas seamonkey ,track bug build releas seamonkey expect actual releas tuesday th januaray ,Release Engineering,P1,ewong,ewong ewong ewong ewong n.nethercote n.nethercote n.nethercote n.nethercote ,FIXED,blocker
827176,Firefox for Android,java lang nullpointerexcept org mozilla gecko geckoinputconnection notifytextchang geckoinputconnection java org mozilla gecko geckoinputconnection endbatchedit geckoinputconnection java ,crash a a crash report bp fa a eaf b java lang nullpointerexcept org mozilla gecko geckoinputconnection notifytextchang geckoinputconnection java org mozilla gecko geckoinputconnection endbatchedit geckoinputconnection java com android internal view iinputconnectionwrapper executemessag iinputconnectionwrapper java com android internal view iinputconnectionwrapp myhandler handlemessag iinputconnectionwrapper java android os handler dispatchmessag handler java android os looper loop looper java android app activitythread main activitythread java java lang reflect method invoken nativ method java lang reflect method invok method java com android internal os zygoteinit methodandargscaller run zygoteinit java com android internal os zygoteinit main zygoteinit java dalvik system nativestart main nativ method report http crash stats mozilla com report list signature java lang nullpointerexcept a at org mozilla gecko geckoinputconnection notifytextchang geckoinputconnection java ,Keyboards and IME,--,nchen,scoobidiver nchen cpeterson nchen ryanvm nchen lukasblakk+bugs nchen ,FIXED,critical
827407,Firefox for Android,adb java lang nullpointerexcept com adobe flashplayer flashpaintsurfac run flashpaintsurface java ic ,s top crasher b a crash report bp a ebaa c b d b ff c java lang nullpointerexcept com adobe flashplayer flashpaintsurfac run flashpaintsurface java android os handler handlecallback handler java android os handler dispatchmessag handler java android os looper loop looper java android app activitythread main activitythread java java lang reflect method invoken nativ method java lang reflect method invok method java com android internal os zygoteinit methodandargscaller run zygoteinit java com android internal os zygoteinit main zygoteinit java dalvik system nativestart main nativ method report http crash stats mozilla com report list signature java lang nullpointerexcept a at com adobe flashplayer flashpaintsurfac run flashpaintsurface java ,Plugins,--,cpeterson,scoobidiver scoobidiver scoobidiver scoobidiver scoobidiver blassey.bugs scoobidiver bajaj.bhavana cpeterson cpeterson cpeterson snorp scoobidiver kbrosnan scoobidiver cpeterson kairo bajaj.bhavana cpeterson cpeterson snorp bajaj.bhavana cpeterson blassey.bugs bajaj.bhavana cpeterson blassey.bugs bajaj.bhavana kbrosnan cpeterson kairo cpeterson mark.finkle cpeterson scoobidiver scoobidiver akeybl scoobidiver cpeterson cpeterson snorp blassey.bugs akeybl cpeterson akeybl cpeterson cpeterson leemajors007 cpeterson leemajors007 leemajors007 cpeterson leemajors007 cpeterson emorley cpeterson scoobidiver cpeterson scoobidiver cpeterson cpeterson scoobidiver lukasblakk+bugs cpeterson scoobidiver lukasblakk+bugs scoobidiver ,FIXED,critical
827565,Firefox for Android,mwc custom home content ,order fortifi convers individu carrier mwc brand centr custom content target carrier includ gener spanish friendli bug cover home content layout custom home land page design design element request uniqu color scheme logo base brand language fluid layout friendli space oper portal link carrier specif content portal consist snippet start up page promot space akin marketplac promo uniqu pre instal bookmark a bookmark lead carrier specif content custom care websit app market rington market stuff sam mott shed light list languag includ english spanish polish german japanes outlin carrier gener english spanish deutsch telekom english polish german http www telekom com hom att english http www att com ntt docomo english japanes http www nttdocomo com ,Theme and Visual Design,--,nobody,elancaster krudnitski ibarlow mark.finkle mark.finkle mark.finkle elancaster ,FIXED,major
827582,Firefox for Android,mwc custom chrome carrier form lightweight theme ,order fortifi convers individu carrier mwc brand centr custom content target carrier includ gener spanish friendli bug cover chrome put custom light weight theme stick custom chrome nomenclatur theme wo distribut tradit light weight theme user design element request includ brand specif color icon browser theme navig bar set language list languag includ english spanish polish german japanes outlin carrier gener english spanish deutsch telekom english polish german http www telekom com hom att english http www att com ntt docomo english japanes http www nttdocomo com ,Theme and Visual Design,--,nobody,elancaster krudnitski elancaster ,FIXED,major
828164,SeaMonkey,track bug build releas seamonkey beta ,track bug build releas seamonkey beta expect actual releas friday th januari ,Release Engineering,P1,ewong,ewong ewong ewong bugspam.Callek ,FIXED,blocker
829481,SeaMonkey,seamonkey window build fail python ex bad file number error ,start checkin http hg mozilla org comm central rev bc fa cdf seamonkey window build fail error builds slave comm cen trunk w build objdir mozilla virtualenv scripts python ex e builds slave comm cen trunk w build mozilla config nsinstall pi t e builds slave comm cen trunk w build mozilla content base test test bug html delet long list file e builds slave comm cen trunk w build mozilla content base test file bothcspheaders html e builds slave comm cen trunk w build mozilla content base test file bothcspheaders html headers tests testing mochitest tests content base test make leav directori e builds slave comm cen trunk w build objdir mozilla content base test make leav directori e builds slave comm cen trunk w build objdir mozilla content base make leav directori e builds slave comm cen trunk w build objdir mozilla content make leav directori e builds slave comm cen trunk w build objdir mozilla make leav directori e builds slave comm cen trunk w build objdir mozilla make leav directori e builds slave comm cen trunk w build objdir mozilla make leav directori e builds slave comm cen trunk w build objdir make leav directori e builds slave comm cen trunk w build objdir mozilla make leav directori e builds slave comm cen trunk w build objdir bin sh builds slave comm cen trunk w build objdir mozilla virtualenv scripts python ex bad file number make lib error make tool error make base tool error make tools tier platform error make tier platform error make default error make default error make build error program finish exit code bit bug ,Release Engineering,--,bugzilla,bugzilla bugzilla bugzilla bugspam.Callek bugzilla bugzilla ewong bugzilla ewong philip.chee ,FIXED,blocker
829912,Firefox for Android,java lang nullpointerexcept org mozilla gecko geckoinputconnection notifyimeen geckoinputconnection java ,crash includ bp aaff c b d b show a java lang nullpointerexcept org mozilla gecko geckoinputconnection notifyimeen geckoinputconnection java org mozilla gecko geckoedit run geckoeditable java android os handler handlecallback handler java android os handler dispatchmessag handler java android os looper loop looper java android app activitythread main activitythread java java lang reflect method invoken nativ method java lang reflect method invok method java com android internal os zygoteinit methodandargscaller run zygoteinit java com android internal os zygoteinit main zygoteinit java dalvik system nativestart main nativ method report http crash stats mozilla com report list signature java lang nullpointerexcept a at org mozilla gecko geckoinputconnection notifyimeen geckoinputconnection java ,Keyboards and IME,--,cpeterson,scoobidiver cpeterson cpeterson nchen cpeterson nchen cpeterson cpeterson emorley lukasblakk+bugs cpeterson ryanvm cpeterson ,FIXED,critical
829927,Firefox for Android,java lang illegalstateexcept couldn read row col cursorwindow make cursor initi correctli access data android database cursorwindow nativegetstr nativ method upgradedatabasefrom to ,s top crasher b similar bug crash report bp eb dd c c cfa a b java lang illegalstateexcept read row col cursorwindow make cursor initi correctli access data android database cursorwindow nativegetstr nativ method android database cursorwindow getstr cursorwindow java android database abstractwindowedcursor getstr abstractwindowedcursor java org mozilla firefox beta db browserprovid databasehelper upgradedatabasefrom to browserprovider java org mozilla firefox beta db browserprovid databasehelper onupgrad browserprovider java android database sqlite sqliteopenhelper getwritabledatabas sqliteopenhelper java org mozilla gecko db dbutils ensuredatabaseisnotlock dbutils java org mozilla firefox beta db browserprovider getdatabasehelperforprofil browserprovider java org mozilla firefox beta db browserprovider getwritabledatabas browserprovider java org mozilla firefox beta db browserprovider upd browserprovider java android content contentprovid transport upd contentprovider java android content contentresolver upd contentresolver java org mozilla gecko db localbrowserdb updatehistorytitl localbrowserdb java org mozilla gecko db browserdb updatehistorytitl browserdb java org mozilla gecko globalhistory upd globalhistory java org mozilla gecko tab run tab java android os handler handlecallback handler java android os handler dispatchmessag handler java android os looper loop looper java org mozilla gecko util geckobackgroundthread run geckobackgroundthread java report http crash stats mozilla com report list signature java lang illegalstateexcept a couldn t read row c col from cursorwindow make sure the cursor is initialized correctly before accessing data from it at android database cursorwindow nativegetstr native method ,Data Providers,--,bnicholson,scoobidiver cpeterson scoobidiver scoobidiver akeybl kairo bnicholson rnewman rnewman bnicholson bnicholson lukasblakk+bugs gps ryanvm ,FIXED,critical
830131,Firefox for Android,java lang nullpointerexcept org mozilla gecko inputmethods needssoftresetworkaround inputmethods java ,show a hit user regress rang http hg mozilla org mozilla central pushloghtml fromchange f a c tochange eb a b crash report bp d f b ce e ba c de e java lang nullpointerexcept org mozilla gecko inputmethods needssoftresetworkaround inputmethods java org mozilla gecko geckoinputconnection restartinput geckoinputconnection java org mozilla gecko geckoinputconnection notifyimeen geckoinputconnection java org mozilla gecko geckoedit run geckoeditable java android os handler handlecallback handler java android os handler dispatchmessag handler java android os looper loop looper java android app activitythread main activitythread java java lang reflect method invoken nativ method java lang reflect method invok method java com android internal os zygoteinit methodandargscaller run zygoteinit java com android internal os zygoteinit main zygoteinit java dalvik system nativestart main nativ method report http crash stats mozilla com report list signature java lang nullpointerexcept a at org mozilla gecko inputmethods needssoftresetworkaround inputmethods java ,Keyboards and IME,--,nchen,scoobidiver scoobidiver nchen cpeterson nchen emorley nchen scoobidiver nchen lukasblakk+bugs nchen nchen ,FIXED,critical
830413,SeaMonkey,port bug firefox core crypto servic compon assum services sync built ,creat attach patch checkin comment package manifest in made bug port order sync fulli function base bug land aurora test patch put entri belong alphabet s straight port hartmut reportedli issu reopen close tab build creat current trunk code due bug check attach patch fix ,Sync UI,--,jh,jh h.figge neil jh philip.chee jh ,FIXED,blocker
830674,Firefox OS,browser close tab ,titl close tab precondit open number tab tester s action open multipl tabl tab list page close tab observ tab dont close icon close tab detail symptom eng observ tab close gaia version b bdbd bcdb e a ca d ae d c expect close tab reproduc frequenc rate comparison result model compar attach file log test content video file ,Gaia::Browser,--,bfrancis,leo.bugzilla.gaia leo.bugzilla.gaia leo.bugzilla.gaia bfrancis leo.bugzilla.gaia bfrancis leo.bugzilla.gaia bfrancis bfrancis bfrancis dale dale bfrancis jhford whsu jsmith ,FIXED,critical
831145,SeaMonkey,buildbot master s puls queue full fill dev shm ,seamonkey buildbot master twistd log buildbot status web baseweb rotatelogsit accept connect emfil twisted spread pb pbserverfactori accept connect emfil repeat proc pid fd lot entri lrwx seabld seabld jan dev shm queue pulse tmp qkokoi lrwx seabld seabld jan dev shm queue pulse tmp cn fsr lrwx seabld seabld jan dev shm queue pulse tmp um xu lrwx seabld seabld jan dev shm queue pulse tmp l ayj lrwx seabld seabld jan dev shm queue pulse tmp xvhd g lrwx seabld seabld jan dev shm queue pulse tmp aguz i lrwx seabld seabld jan dev shm queue pulse tmp cwqu w lrwx seabld seabld jan dev shm queue pulse tmp mkici lrwx seabld seabld jan dev shm queue pulse tmp kkoor lrwx seabld seabld jan dev shm queue pulse tmp fwbduq lrwx seabld seabld jan dev shm queue pulse tmp npj iv lrwx seabld seabld jan dev shm queue pulse tmp qufmnp lrwx seabld seabld jan dev shm queue pulse tmp d lso lrwx seabld seabld jan dev shm queue pulse tmp di r lrwx seabld seabld jan dev shm queue pulse tmp pkb ut lrwx seabld seabld jan dev shm queue pulse tmp lgadgx lrwx seabld seabld jan dev shm queue pulse tmp dfrj r lrwx seabld seabld jan dev shm queue pulse tmp hpmnu lrwx seabld seabld jan dev shm queue pulse tmp gu zf lrwx seabld seabld jan dev shm queue pulse tmp msttw lrwx seabld seabld jan dev shm queue pulse tmp on ya lrwx seabld seabld jan dev shm queue pulse tmp pnwch lrwx seabld seabld jan dev shm queue pulse tmp ytb aj tmpf tmpf dev shm guess puls ,Release Engineering,--,ewong,ewong ewong ewong ,FIXED,blocker
831257,SeaMonkey,track bug build releas seamonkey ,track bug build releas seamonkey expect actual releas unknown ,Release Engineering,P1,ewong,ewong ewong ewong jh bugspam.Callek ewong ,FIXED,blocker
832708,Cloud Services,amo signer cert expir hour ,signer addons phx mozilla com signer warn certif expir second web addons phx mozilla com marketplac monitor critic error signer cert expir http signer addons phx mozilla com web addons phx mozilla com marketplac monitor critic error signer cert expir http signer addons phx mozilla com web addons phx mozilla com marketplac monitor critic error signer cert expir http signer addons phx mozilla com web addons phx mozilla com marketplac monitor critic error signer cert expir http signer addons phx mozilla com web addons phx mozilla com marketplac monitor critic error signer cert expir http signer addons phx mozilla com web addons phx mozilla com marketplac monitor critic error signer cert expir http signer addons phx mozilla com web addons phx mozilla com marketplac monitor critic error signer cert expir http signer addons phx mozilla com web addons phx mozilla com marketplac monitor critic error signer cert expir http signer addons phx mozilla com web addons phx mozilla com marketplac monitor critic error signer cert expir http signer addons phx mozilla com web addons phx mozilla com marketplac monitor critic error signer cert expir http signer addons phx mozilla com nagios phx signer addons phx mozilla com signer warn certif expir second ,Operations: Marketplace,--,jthomas,mburns jthomas ,FIXED,major
832805,Firefox OS,dialer phone select dialpad current phone number display dialpad screen ,titl phone select dialpad current phone number display dialpad screen precondit phone tester s action touch dial pad icon detail symptom eng current phone number display dialpad screen expect display dialpad screen reproduc frequenc rate gaia revis a f b e e d f a fc a d ca d ,Gaia::Dialer,--,nobody,leo.bugzilla.gaia leo.bugzilla.gaia ,FIXED,critical
833720,Calendar,ic calendar process thread leak high memori ,creat attach stack trace thread present startup report attach trace relat thunderbird specif thunderbird fc x fedora packag version leak thunderbird previou downstream report http bugzilla redhat com show bug cgi id basic period day number thread thunderbird increas point hundr thread program start unabl fork creat thread per us process limit reach illustr attach dump collect gdb thread appli bt full backtrac thread collect shortli startup thread hour thread ,Provider: ICS/WebDAV,--,ssitter,tom tom vseerror tom vseerror merikes.lists standard8 tom sander tom ssitter vseerror tom tom ssitter standard8 philipp ssitter ssitter philipp ssitter standard8 ssitter ssitter philipp ssitter ssitter ssitter ssitter ssitter nathalia_valentim ,FIXED,major
834985,SeaMonkey,track bug build releas seamonkey beta ,track bug build releas seamonkey beta expect actual releas sunday th januari ,Release Engineering,P1,ewong,ewong ewong bugspam.Callek ,FIXED,blocker
836204,SeaMonkey,track bug build releas seamonkey beta ,track bug build releas seamonkey beta expect actual releas friday st februari ,Release Engineering,P1,ewong,ewong ewong ,FIXED,blocker
